id,title,overview,cleaned_overview
8065,21,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",ben campbell young highly intelligent student mit boston strives succeed wanting scholarship transfer harvard school medicine desire become doctor ben learns afford four five year schooling come poor workingclass background one evening ben introduced unorthodox math professor micky rosa small secretive club five student jill choi kianna fisher trained professor rosa skill card counting blackjack
271718,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",thought monogamy never possible commitmentphobic career woman may face fear meet good guy
11638,Guess Who,"The fiancé of an African-American woman who's met with skepticism and suspicion from her father when she takes him home for the all-important introduction. As the wedding approaches, Dad must come to terms with his future son-in-law.",fianc africanamerican woman who met skepticism suspicion father take home allimportant introduction wedding approach dad must come term future soninlaw
409,The English Patient,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",beginning english patient tell story count almsy hungarian map maker employed royal geographical society chart vast expanse sahara desert along several prominent explorer world war ii unfolds almsy enters world love betrayal politics later revealed series flashback almsy death bed horribly burned plane crash
2118,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,three detective corrupt brutal la police force use differing method uncover conspiracy behind shotgun slaying patron allnight diner
11459,Sky High,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",set world superheroes commonly known accepted young stronghold son commander jetstream try find balance normal teenager extraordinary
10806,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,midwestern teacher question sexuality former student make comment academy award
9348,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",search extra terrestrial intelligence project receives transmission detailing alien dna structure along instruction splice human dna result sil sensual deadly creature change beautiful woman armourplated killing machine blink eye
377,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",teenager small town dropping like fly apparently grip mass hysteria causing suicide cop daughter nancy thompson heather langenkamp trace cause child molester fred krueger robert englund burned alive angry parent many year krueger come back dream killer child claiming life revenge nancy boyfriend glen johnny depp must devise plan lure monster realm nightmare real world
8843,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,psychotherapist journey inside comatose serial killer hope saving latest victim
9313,The Man in the Iron Mask,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",year passed since three musketeer aramis athos porthos fought together friend dartagnan tyrannical king louis using power wreak havoc kingdom twin brother philippe remains imprisoned musketeer reunite abduct louis replace philippe
39486,Secretariat,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",housewife mother penny chenery agrees take ailing father virginiabased meadow stable despite lack horseracing knowledge odds chenery help veteran trainer lucien laurin manages navigate maledominated business ultimately fostering first triple crown winner year
1273,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",defeat old arch nemesis shredder turtle grown apart family struggling keep together rat sensei splinter becomes worried strange thing begin brew new york city
13920,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",high school football coach harold jones befriends radio mentallychallenged man becomes student tl hanna high school anderson south carolina friendship extends several decade radio transforms shy tormented man inspiration community
50544,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",jamie new yorkbased executive recruiter entices dylan art director los angeles take job new york office gq magazine finding much common two become fast friend feeling jaded number broken romance dylan jamie decide ready quit looking true love focus fun however complication unfold two best pal add sex relationship
325133,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,sorority move next door home mac kelly radner young child radners enlist former nemesis fraternity help battle raucous sister
140823,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,author pl travers travel london hollywood walt disney picture adapts novel mary poppins big screen
1883,Malcolm X,The biopic of the controversial and influential Black Nationalist leader.,biopic controversial influential black nationalist leader
89492,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",pete debbie turn kid hate business failing theyre verge losing house relationship threatening fall apart
22949,Old Dogs,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",charlie dan best friend business partner thirty year manhattan public relation firm verge huge business deal japanese company two week sew contract dan get surprise woman married drunken impulse nearly nine year annulled next day show tell he father twin seven shell jail day political protest dan volunteer keep tyke although he tight clueless charlies help way dad uncle meet kid expectation still land account
12437,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",prequel first two underworld film fantasy explains origin feud vampire lycans aided secret love sonja courageous lucian lead lycans battle brutal vampire king viktor determined break king enslavement people lucian face death dealer army bid lycan independence
2959,License to Wed,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",newly engaged ben sadie cant wait start life together live happily ever however sadies family church reverend frank wont bless union pas patented foolproof marriage prep course consisting outrageous class outlandish homework assignment outright invasion privacy
9957,The Benchwarmers,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,trio guy try make missed opportunity childhood forming threeplayer baseball team compete standard little league squad
11648,Must Love Dogs,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",sarah nolan newly divorced woman cautiously rediscovering romance enthusiastic often misguided help wellmeaning family brave series hilarious disastrous mismatch first date sarah begin trust instinct learns matter never good idea give love
9366,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,fbi undercover agent infilitrates mob find identifying mafia life expense regular one
1576,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",virus leak topsecret facility turning resident researcher ravenous zombie lab animal mutated hound hell government sends elite military task force contain outbreak alice rain charged leading mission three hour pathogen becomes airborne infects world
609,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",steve freeling life wife diane three child dana robbie carol anne southern california sell house company built neighborhood start odd occurrence broken dish furniture moving around however realizes something truly evil haunt home steve call team parapsychologist led dr lesh help late
5516,The Ladykillers,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",eccentric charming southern professor crew pose band order rob casino nose unsuspecting landlord sharp old woman
13051,Max Payne,"Coming together to solve a series of murders in New York City are a DEA agent whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.",coming together solve series murder new york city dea agent whose family slain part conspiracy assassin avenge sister death duo hunted police mob ruthless corporation
49530,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",nottoodistant future aging gene switched avoid overpopulation time become currency way people pay luxury necessity rich live forever rest try negotiate immortality poor young man come fortune time though late help mother dying end run corrupt police force known time keeper
34806,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",zoe tire looking mr right decides baby day shes artificially inseminated meet stan seems shes searching life zoe figure make two life dream fit
49022,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",though rachel ginnifer goodwin successful attorney loyal generous friend still single one drink many thbirthday celebration rachel unexpectedly fall bed longtime crush dex happens engaged best friend darcy kate hudson ramification liaison threaten destroy womens lifelong friendship ethan john krasinski rachel confidant harbor potentially explosive secret
11469,Black Knight,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.",martin lawrence play jamal employee medieval world amusement park sustaining blow head awakens find th century england
23479,The Bad News Bears,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",aging downonhisluck exminor leaguer coach team misfit ultracompetitive california little league
11667,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,col guile various martial art hero fight tyranny dictator bison cohort
423,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,pianist film adapted biography wladyslaw szpilman jewishpolish pianist second world war lived hid miraculously warsaw gone terrible tragedy film roman polanski
2447,The Nativity Story,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",mary joseph make hard journey bethlehem blessed event retelling nativity story meticulously researched visually lush adaptation biblical tale follows pair arduous path arrival small village find shelter quiet manger jesus born
10066,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,group unwitting teen stranded near strange wax museum soon must fight survive keep becoming next exhibit
2288,Closer,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",witty romantic dangerous love story chance meeting instant attraction casual betrayal two couple disintegrate begin destructive adulterous affair
88794,J. Edgar,"As the face of law enforcement in America for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career and his life.",face law enforcement america almost year j edgar hoover feared admired reviled revered behind closed door held secret would destroyed image career life
13515,Mirrors,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,excop family target evil force using mirror gateway home
11979,Queen of the Damned,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence he has now become this generations new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He want's immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen want's him for her King. Who will be the first to reach him? Who shall win?",lestat de lioncourt awakened slumber bored existence become generation new rock god course time another arisen akasha queen vampire dammed want immortal fame fellow vampire want eternally dead betrayal queen want king first reach shall win
169,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",ten year band mercenary first battled vicious alien invisible creature another world returned earth time drawn gangruled ravaged city los angeles start murdering drug dealer detectivelieutenant mike harrigan police force set capture creature ignoring warning mysterious government agent stay away
8090,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",special agent jennifer marsh diane lane work elite division fbi dedicated fighting cybercrime think seen particularly sadistic criminal arises internet techsavvy killer post live feed crime website hit site get faster victim dy marsh team must find elusive killer time run
11622,Blast from the Past,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",following bomb scare locked weber bomb shelter year adam venture forth los angeles obtain food supply family nonmutant wife
3604,Flash Gordon,"A football player and his friends travel to the planet Mongo and find themselves fighting the tyrant, Ming the Merciless, to save Earth.",football player friend travel planet mongo find fighting tyrant ming merciless save earth
9541,Jersey Girl,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",ollie trinke young suave music publicist seems new wife baby way life deal bum hand he suddenly faced single fatherhood defunct career move father bounce back take new love courage instilled daughter
94348,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",washington dc detective alex cross told family member murdered vow track killer soon discovers first victim thing seem
8197,Midnight in the Garden of Good and Evil,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",visiting city reporter assignment suddenly revolves around murder trial local millionaire befriends
336004,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",father without mean pay daughter medical treatment last resort partner greedy coworker rob casino thing go awry theyre forced hijack city bus
35019,Nanny McPhee and the Big Bang,"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",nanny mcphee appears door harried young mother mr isabel green trying run family farm husband away war shes arrived nanny mcphee discovers child fighting war two spoiled city cousin moved relying everything flying motorcycle statue come life treeclimbing piglet baby elephant nanny us magic teach mischievous charge five new lesson
10410,Hoffa,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975.",jack nicholsons portrait union leader james r hoffa seen eye friend bobby ciaro danny devito film follows hoffa countless battle rta president roosevelt way conclusion negates theory disappeared
8836,The X Files: I Want to Believe,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",six year event xfiles series finale former fbi agent doctor dana scully staff physician lady sorrow catholic hospital treating boy named christian sandhoff disease terminal brain condition fbi agent drummy arrives ask scullys help locating fox mulder fugitive former head xfiles division say call manhunt help investigate disappearance several woman including young fbi agent monica banan mulder scully called back duty fbi former priest claim receiving psychic vision pertaining kidnapped agent
14442,Ella Enchanted,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",ella life magical world child moment birth given virtuous gift fairy godmother ellas socalled gift however obedience birthright prof quite curse ella find hand several unscrupulous character quite literally disobey determined gain control life decision ella set journey find fairy godmother hope lift curse path however isnt easy ella must outwit slew unpleasant obstacle including ogre giant wicked stepsister elf prince charmonts evil uncle want take crown rule kingdom
321741,Concussion,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",dramatic thriller based incredible true david v goliath story american immigrant dr bennet omalu brilliant forensic neuropathologist made first discovery cte footballrelated brain trauma pro player fought truth known omalus emotional quest put dangerous odds one powerful institution world
59965,Abduction,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,young man set uncover truth life finding baby photo missing person website
14175,Valiant,"The animated comedy tells the story of a lowly wood pigeon named Valiant, who overcomes his small size to become a hero in Great Britain's Royal Air Force Homing Pigeon Service during World War II. The RHPS advanced the Allied cause by flying vital messages about enemy movements across the English Channel, whilst evading brutal attacks by the enemy's Falcon Brigade.",animated comedy tell story lowly wood pigeon named valiant overcomes small size become hero great britain royal air force homing pigeon service world war ii rhps advanced allied cause flying vital message enemy movement across english channel whilst evading brutal attack enemy falcon brigade
11004,Wonder Boys,"Grady (Michael Douglas) is a 50-ish English professor who hasn't had a thing published in years -- not since he wrote his award winning ""Great American Novel"" 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.",grady michael douglas ish english professor hasnt thing published year since wrote award winning great american novel year ago weekend prof even worse could imagine find reeling one misadventure another company new wonder boy author
11918,Superhero Movie,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",team behind scary movie take comic book genre tale rick riker nerdy teen imbued superpower radioactive dragonfly every hero need nemesis enter lou lander aka villainously goofy hourglass
98357,Broken City,"In a broken city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor. Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",broken city rife injustice excop billy taggart seek redemption revenge doublecrossed framed powerful figure mayor billy relentless pursuit justice matched streetwise toughness make unstoppable force mayor worst nightmare
10012,Cursed,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.",werewolf loose los angeles change life three young adult mauled beast learn must kill attacker hope change fate avoid becoming werewolf
49526,Premium Rush,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",manhattan bike messenger pick envelope attracts interest dirty cop pursues cyclist throughout city
268920,Hot Pursuit,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,uptight bythebook cop must protect widow drug bos crooked cop gunman
9093,The Four Feathers,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.",story set follows british officer heath ledger resigns post learns regiment plan ship sudan conflict mahdi friend fiance send four white feather symbolize cowardice redeem honor disguise arab secretly save life branded coward
119283,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",thief unique code professional ethic doublecrossed crew left dead assuming new disguise forming unlikely alliance woman inside look hijack score crew latest heist
11823,Wimbledon,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",pro tennis player lost ambition fallen rank fortunately meet young player womens circuit help recapture focus wimbledon
35169,Furry Vengeance,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",real estate developer dan sander finalizes plan level swath pristine oregon forest make way soulless housing subdivision band woodland creature rise throw monkey wrench greedy scheme much mischief furry critter businessman take call quits
118957,Bait,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,freak tsunami trap shopper coastal australian supermarket inside building along foot great white shark
849,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,prince fellowship companion set rescue bride fortress alien invader arrived home planet
4515,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",three story told simultaneous ninety minute real time republican senator who presidential hopeful give hourlong interview skeptical television reporter detailing strategy victory afghanistan two special force ambushed afghani ridge await rescue taliban force close polisci professor california college invite student reengage
18886,Flight of the Intruder,"U.S. Navy pilot Lt. Jake Grafton and his bombardier buddy, Lt. Cmdr. Virgil Cole, are two soldiers embedded in the Vietnam War growing frustrated by the military's constraints on their missions. Despite the best efforts of their commanding officer, Cmdr. Frank Camparelli, to re-engage them, this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed.",u navy pilot lt jake grafton bombardier buddy lt cmdr virgil cole two soldier embedded vietnam war growing frustrated military constraint mission despite best effort commanding officer cmdr frank camparelli reengage disillusioned pair decide take war effort hand explosive battle plan could well get courtmartialed
6575,Walk Hard: The Dewey Cox Story,Singer Dewey Cox overcomes adversity to become a musical legend.,singer dewey cox overcomes adversity become musical legend
6440,The Shipping News,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,emotionallybeaten man young daughter move ancestral home newfoundland reclaim life
13496,American Outlaws,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.",midwest town learns corrupt railroad baron captured deed homestead without knowledge group young rancher join force take back rightfully become object biggest manhunt history old west fame grows legend leader young outlaw name jessie james
18320,The Young Victoria,"From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”",academy award winner graham king martin scorsese along maker gosford park departed come story queen victoria early rise power object royal powerstruggle romantic courtship legendary marriage prince albert emily blunt devil wear prada give stunning performance young victoria packed drama romance breathtaking cinematography lavish costume featuring outstanding british cast including jim broadbent harriet walter mark strong paul bettany miranda richardson rupert friend young victoria captivated british audience film company magazine called epic british film sweep remarkable story
22787,Whiteout,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",u marshal assigned antarctica carrie stetko soon leave harsh environment behind good three day sun set amundsenscott research station shut long winter body discovered open ice carry investigation continent first homicide plunge deep mystery may cost life
8967,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",impressionistic story texas family film follows life journey eldest son jack innocence childhood disillusioned adult year try reconcile complicated relationship father jack find lost soul modern world seeking answer origin meaning life questioning existence faith
37498,Knock Off,"Marcus Ray (Jean-Claude Van Damme), a sales representative for ""V SIX"" jeans, and his partner, Tommy Hendricks (Rob Schneider), are about to be busted for selling ""knock off"" jeans. Their American contact, Karan Leigh, who by the way is not only their employer but a CIA agent sent to find the mole in their operation, is threatening them with a jail term if they do not prove their innocence.",marcus ray jeanclaude van damme sale representative v six jean partner tommy hendricks rob schneider busted selling knock jean american contact karan leigh way employer cia agent sent find mole operation threatening jail term prove innocence
144336,Sabotage,"In ""Sabotage"", Arnold Schwarzenegger leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done - until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",sabotage arnold schwarzenegger lead elite dea task force take world deadliest drug cartel team successfully executes highstakes raid cartel safe house think work done onebyone team member mysteriously start eliminated body count rise everyone suspect
9616,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",century secret order priest existed within church renegade priest father alex bernier sent rome investigate mysterious death one order revered member following series strangely similar killing bernier launch investigation force confront unimaginable evil
